id,median_house_value
235,225000.0
236,345700.0
237,167800.0
238,81300.0
239,125900.0
240,173200.0
241,97000.0
242,316700.0
243,159800.0
244,263800.0
245,128400.0
246,72300.0
247,113900.0
248,104200.0
249,196000.0
250,159400.0
251,147600.0
252,369100.0
253,332400.0
254,220600.0
255,284900.0
256,298600.0
257,388300.0
258,114500.0
259,106500.0
260,137300.0
261,171900.0
262,275000.0
263,205800.0
264,345800.0
265,496400.0
266,163100.0
267,132400.0
268,500001.0
269,250000.0
270,96400.0
271,127200.0
272,139300.0
273,215700.0
274,367100.0
275,382100.0
276,230700.0
277,122200.0
278,135700.0
279,86900.0
280,267900.0
281,88300.0
282,97600.0
283,78800.0
284,118300.0
285,153800.0
286,111400.0
287,183000.0
288,286900.0
289,56500.0
290,105100.0
291,151900.0
292,65500.0
293,68500.0
294,64100.0
295,69900.0
296,81500.0
297,70900.0
298,88300.0
299,215500.0
300,87700.0
301,492500.0
302,120100.0
303,106500.0
304,66600.0
305,70400.0
306,75300.0
307,108900.0
308,65000.0
309,73100.0
310,85800.0
311,101600.0
312,214500.0
313,133200.0
314,79200.0
315,87800.0
316,122500.0
317,204800.0
318,117100.0
319,142900.0
320,169700.0
321,198000.0
322,122100.0
323,105100.0
324,82200.0
325,35000.0
326,140800.0
327,118200.0
328,115000.0
329,95800.0
330,125600.0
331,266700.0
332,161400.0
333,107800.0
334,112600.0
335,133800.0
336,267900.0
337,119800.0
338,112500.0
339,134800.0
340,249100.0
341,57900.0
342,117600.0
343,89300.0
344,141900.0
345,111900.0
346,127700.0
347,120200.0
348,104500.0
349,113900.0
350,157700.0
351,101600.0
352,147300.0
353,99200.0
354,145500.0
355,160600.0
356,154700.0
357,128500.0
358,137500.0
359,215000.0
360,83300.0
361,198800.0
362,195300.0
363,191700.0
364,339300.0
365,113500.0
366,215000.0
367,190300.0
368,361400.0
369,120400.0
370,160400.0
371,221400.0
372,243800.0
373,150200.0
374,132000.0
375,176000.0
376,195100.0
377,310000.0
378,226800.0
379,288700.0
380,353600.0
381,310800.0
382,363500.0
383,500001.0
384,118000.0
385,137000.0
386,181300.0
387,348000.0
388,242700.0
389,248800.0
390,239300.0
391,87200.0
392,390500.0
393,63500.0
394,162000.0
395,194300.0
396,243200.0
397,181800.0
398,184400.0
399,183300.0
400,286300.0
401,135000.0
402,187500.0
403,186500.0
404,268500.0
405,45500.0
406,332000.0
407,348100.0
408,384200.0
409,216900.0
410,434700.0
411,222100.0
412,242800.0
413,74100.0
414,368500.0
415,187800.0
416,110000.0
417,81100.0
418,500001.0
419,117800.0
420,112100.0
421,213000.0
422,500001.0
423,81700.0
424,136000.0
425,129200.0
426,110700.0
427,500001.0
428,139100.0
429,112500.0
430,105800.0
431,186500.0
432,180500.0
433,263700.0
434,180900.0
435,278700.0
436,379800.0
437,137500.0
438,187200.0
439,154000.0
440,237500.0
441,373700.0
442,500001.0
443,212300.0
444,266000.0
445,315600.0
446,451300.0
447,244800.0
448,375300.0
449,290300.0
450,329100.0
451,192600.0
452,144600.0
453,348900.0
454,500001.0
455,199600.0
456,342900.0
457,500001.0
458,280300.0
459,287800.0
460,243900.0
461,231400.0
462,220100.0
463,285400.0
464,131500.0
465,184500.0
466,115100.0
467,221200.0
468,249100.0
469,231600.0
470,271700.0
471,200000.0
472,159800.0
473,115000.0
474,201400.0
475,216000.0
476,146400.0
477,165300.0
478,180200.0
479,159100.0
480,152800.0
481,428500.0
482,184600.0
483,171700.0
484,156900.0
485,162400.0
486,231400.0
487,235400.0
488,186000.0
489,172500.0
490,500001.0
491,192100.0
492,113900.0
493,170500.0
494,500001.0
495,500001.0
496,175900.0
497,168600.0
498,180400.0
499,215600.0
500,227000.0
501,243400.0
502,175000.0
503,188200.0
504,200800.0
505,193800.0
506,159000.0
507,197800.0
508,181300.0
509,287200.0
510,267600.0
511,201600.0
512,164100.0
513,178500.0
514,305200.0
515,245500.0
516,339800.0
517,168800.0
518,165800.0
519,162500.0
520,145700.0
521,229500.0
522,193800.0
523,500001.0
524,182500.0
525,161900.0
526,400000.0
527,162500.0
528,166400.0
529,211500.0
530,268800.0
531,312500.0
532,134400.0
533,185800.0
534,197000.0
535,187100.0
536,206000.0
537,202100.0
538,202800.0
539,153800.0
540,137500.0
541,178400.0
542,118100.0
543,218000.0
544,190700.0
545,336500.0
546,215200.0
547,220100.0
548,213000.0
549,226300.0
550,500001.0
551,176700.0
552,193900.0
553,163500.0
554,162900.0
555,227400.0
556,238000.0
557,166100.0
558,186700.0
559,135600.0
560,379300.0
561,55000.0
562,208700.0
563,225200.0
564,271900.0
565,372400.0
566,141600.0
567,159900.0
568,158100.0
569,228900.0
570,185200.0
571,192600.0
572,220800.0
573,298900.0
574,137500.0
575,229200.0
576,222800.0
577,193900.0
578,230000.0
579,255800.0
580,198100.0
581,170700.0
582,180600.0
583,224200.0
584,81900.0
585,161300.0
586,152200.0
587,152500.0
588,232500.0
589,146800.0
590,205800.0
591,181800.0
592,196900.0
593,197400.0
594,207500.0
595,243100.0
596,350200.0
597,294900.0
598,137500.0
599,262000.0
600,360400.0
601,208100.0
602,159400.0
603,212600.0
604,207000.0
605,182900.0
606,180800.0
607,190500.0
608,218800.0
609,229400.0
610,186900.0
611,195300.0
612,226100.0
613,401000.0
614,188700.0
615,268100.0
616,204700.0
617,143500.0
618,194200.0
619,179200.0
620,365900.0
621,214800.0
622,211600.0
623,181700.0
624,173600.0
625,201000.0
626,194200.0
627,192300.0
628,177100.0
629,207400.0
630,264900.0
631,307400.0
632,222800.0
633,273600.0
634,395100.0
635,170000.0
636,156300.0
637,213700.0
638,209900.0
639,200900.0
640,240400.0
641,331900.0
642,242600.0
643,201700.0
644,170600.0
645,243800.0
646,179800.0
647,158300.0
648,160100.0
649,265700.0
650,350700.0
651,276200.0
652,500001.0
653,235300.0
654,153400.0
655,156800.0
656,165100.0
657,154000.0
658,161800.0
659,153500.0
660,162500.0
661,275100.0
662,285800.0
663,294900.0
664,235600.0
665,235800.0
666,74200.0
667,272400.0
668,154000.0
669,265600.0
670,386700.0
671,461600.0
672,437300.0
673,257100.0
674,260100.0
675,155100.0
676,186900.0
677,220500.0
678,293700.0
679,260400.0
680,251200.0
681,220100.0
682,189700.0
683,257200.0
684,214600.0
685,208800.0
686,176400.0
687,158200.0
688,146900.0
689,167500.0
690,153600.0
691,120100.0
692,198800.0
693,236500.0
694,369400.0
695,142900.0
696,210900.0
697,342700.0
698,224000.0
699,172600.0
700,169500.0
701,169700.0
702,183400.0
703,175400.0
704,171100.0
705,166200.0
706,141100.0
707,159400.0
708,286500.0
709,217700.0
710,213100.0
711,227300.0
712,239800.0
713,342700.0
714,62000.0
715,138100.0
716,300500.0
717,324400.0
718,500001.0
719,500001.0
720,234600.0
721,238300.0
722,204600.0
723,178800.0
724,183300.0
725,189000.0
726,160000.0
727,222500.0
728,254800.0
729,240800.0
730,249400.0
731,495500.0
732,483300.0
733,184100.0
734,244400.0
735,196000.0
736,261300.0
737,255400.0
738,193100.0
739,183100.0
740,231800.0
741,218200.0
742,235600.0
743,257000.0
744,244900.0
745,500001.0
746,113500.0
747,94500.0
748,500001.0
749,306300.0
750,245700.0
751,205600.0
752,246000.0
753,183700.0
754,216600.0
755,188000.0
756,213600.0
757,216000.0
758,221300.0
759,256300.0
760,240700.0
761,500001.0
762,102600.0
763,113500.0
764,274100.0
765,234000.0
766,200000.0
767,169500.0
768,192200.0
769,268400.0
770,208200.0
771,241600.0
772,198400.0
773,201600.0
774,312400.0
775,223000.0
776,500001.0
777,395200.0
778,360700.0
779,93000.0
780,100300.0
781,119600.0
782,201000.0
783,142300.0
784,170000.0
785,177600.0
786,168200.0
787,203300.0
788,336000.0
789,215400.0
790,209400.0
791,233300.0
792,408300.0
793,111400.0
794,238900.0
795,500001.0
796,204500.0
797,350000.0
798,194600.0
799,151900.0
800,181500.0
801,220500.0
802,194100.0
803,213800.0
804,212600.0
805,198600.0
806,339800.0
807,127700.0
808,149200.0
809,263000.0
810,135700.0
811,158900.0
812,142800.0
813,176600.0
814,218900.0
815,145800.0
816,167000.0
817,219500.0
818,211000.0
819,152700.0
820,139100.0
821,382100.0
822,304100.0
823,306300.0
824,140300.0
825,292200.0
826,500001.0
827,158500.0
828,131900.0
829,142600.0
830,124100.0
831,141100.0
832,133900.0
833,150000.0
834,130800.0
835,164200.0
836,145800.0
837,114200.0
838,162700.0
839,162300.0
840,173000.0
841,277700.0
842,100000.0
843,180400.0
844,228100.0
845,500001.0
846,500001.0
847,165100.0
848,230900.0
849,153100.0
850,200400.0
851,148800.0
852,148600.0
853,109200.0
854,141700.0
855,145600.0
856,189400.0
857,143200.0
858,169800.0
859,154200.0
860,162500.0
861,146200.0
862,111100.0
863,146400.0
864,500001.0
865,375700.0
866,209200.0
867,162500.0
868,153900.0
869,144200.0
870,166300.0
871,163100.0
872,137500.0
873,122900.0
874,127900.0
875,119200.0
876,136700.0
877,142300.0
878,142000.0
879,168100.0
880,178300.0
881,137500.0
882,293900.0
883,167600.0
884,155600.0
885,126000.0
886,147200.0
887,143800.0
888,154700.0
889,158500.0
890,165300.0
891,149400.0
892,138800.0
893,106300.0
894,450800.0
895,189800.0
896,218300.0
897,138500.0
898,133900.0
899,67500.0
900,169000.0
901,160800.0
902,143800.0
903,110700.0
904,116200.0
905,176100.0
906,160700.0
907,272400.0
908,196600.0
909,149700.0
910,157100.0
911,170900.0
912,89200.0
913,105600.0
914,120200.0
915,203500.0
916,429100.0
917,224300.0
918,152900.0
919,150000.0
920,94800.0
921,90100.0
922,109800.0
923,192900.0
924,222100.0
925,350000.0
926,90600.0
927,95000.0
928,97500.0
929,88300.0
930,88200.0
931,261300.0
932,228100.0
933,275000.0
934,169200.0
935,130700.0
936,99300.0
937,90400.0
938,102900.0
939,97200.0
940,90400.0
941,90000.0
942,96500.0
943,92600.0
944,115800.0
945,340400.0
946,210700.0
947,209100.0
948,100000.0
949,98200.0
950,95700.0
951,96300.0
952,104600.0
953,181500.0
954,255500.0
955,208900.0
956,230800.0
957,185000.0
958,152100.0
959,160000.0
960,208300.0
961,112500.0
962,127300.0
963,101500.0
964,94900.0
965,101300.0
966,89800.0
967,208600.0
968,200500.0
969,166900.0
970,174000.0
971,158700.0
972,197600.0
973,358000.0
974,397500.0
975,196500.0
976,203100.0
977,187500.0
978,175000.0
979,180000.0
980,225000.0
981,156300.0
982,132000.0
983,96100.0
984,103600.0
985,97500.0
986,94800.0
987,165500.0
988,200000.0
989,375000.0
990,255400.0
991,500001.0
992,162500.0
993,261600.0
994,187500.0
995,316700.0
996,136400.0
997,258300.0
998,143800.0
999,137500.0
1000,105800.0
1001,108900.0
1002,102300.0
1003,218000.0
1004,218800.0
1005,218200.0
1006,332800.0
1007,94500.0
1008,176700.0
1009,343500.0
1010,500001.0
1011,230400.0
1012,270000.0
1013,161100.0
1014,175000.0
1015,93300.0
1016,120000.0
1017,169400.0
1018,155100.0
1019,218100.0
1020,195300.0
1021,230200.0
1022,232400.0
1023,226300.0
1024,213600.0
1025,268300.0
1026,267800.0
1027,349600.0
1028,287900.0
1029,181300.0
1030,500001.0
1031,433300.0
1032,218200.0
1033,211100.0
1034,325000.0
1035,412500.0
1036,350000.0
1037,229200.0
1038,115200.0
1039,108000.0
1040,111700.0
1041,136300.0
1042,131800.0
1043,175000.0
1044,127900.0
1045,220600.0
1046,308900.0
1047,357300.0
1048,321500.0
1049,401900.0
1050,328900.0
1051,258800.0
1052,500001.0
1053,500001.0
1054,193800.0
1055,162500.0
1056,250000.0
1057,175000.0
1058,133400.0
1059,165800.0
1060,118600.0
1061,169800.0
1062,186200.0
1063,210300.0
1064,220600.0
1065,318900.0
1066,382100.0
1067,230200.0
1068,247800.0
1069,331800.0
1070,220000.0
1071,125000.0
1072,183900.0
1073,181100.0
1074,193000.0
1075,230800.0
1076,226900.0
1077,278100.0
1078,314900.0
1079,231200.0
1080,249500.0
1081,500001.0
1082,346700.0
1083,500001.0
1084,396000.0
1085,327300.0
1086,432800.0
1087,321600.0
1088,127100.0
1089,130300.0
1090,312500.0
1091,199600.0
1092,185700.0
1093,202100.0
1094,236600.0
1095,309700.0
1096,205400.0
1097,181400.0
1098,230400.0
1099,234100.0
1100,143400.0
1101,159400.0
1102,157500.0
1103,244000.0
1104,500001.0
1105,500001.0
1106,229100.0
1107,417900.0
1108,325000.0
1109,500001.0
1110,500001.0
1111,500001.0
1112,322600.0
1113,202100.0
1114,125800.0
1115,120700.0
1116,142500.0
1117,177200.0
1118,353600.0
1119,339500.0
1120,356800.0
1121,500001.0
1122,176600.0
1123,262500.0
1124,500001.0
1125,400000.0
1126,486900.0
1127,474300.0
1128,287500.0
1129,453400.0
1130,500001.0
1131,278500.0
1132,188400.0
1133,287800.0
1134,285700.0
1135,179800.0
1136,153100.0
1137,238900.0
1138,294800.0
1139,256300.0
1140,387800.0
1141,381200.0
1142,482200.0
1143,181700.0
1144,200000.0
1145,309400.0
1146,386700.0
1147,335300.0
1148,485000.0
1149,375000.0
1150,500000.0
1151,287500.0
1152,400000.0
1153,187500.0
1154,337600.0
1155,316900.0
1156,416700.0
1157,500001.0
1158,483600.0
1159,186800.0
1160,373500.0
1161,308300.0
1162,55000.0
1163,485700.0
1164,339100.0
1165,247200.0
1166,500001.0
1167,154300.0
1168,191500.0
1169,384700.0
1170,374500.0
1171,500001.0
1172,500001.0
1173,500001.0
1174,500001.0
1175,300000.0
1176,376100.0
1177,363800.0
1178,477100.0
1179,500001.0
1180,472700.0
1181,380800.0
1182,500001.0
1183,136100.0
1184,137500.0
1185,224600.0
1186,262200.0
1187,425900.0
1188,500001.0
1189,500001.0
1190,327300.0
1191,366700.0
1192,315500.0
1193,302500.0
1194,500001.0
1195,500001.0
1196,147500.0
1197,186700.0
1198,198600.0
1199,233000.0
1200,222500.0
1201,269700.0
1202,375000.0
1203,341700.0
1204,371400.0
1205,500001.0
1206,450000.0
1207,344200.0
1208,450000.0
1209,341400.0
1210,500001.0
1211,167000.0
1212,156800.0
1213,182500.0
1214,178700.0
1215,176500.0
1216,290100.0
1217,379700.0
1218,447400.0
1219,500001.0
1220,500001.0
1221,373600.0
1222,372700.0
1223,446600.0
1224,80000.0
1225,193800.0
1226,165100.0
1227,153900.0
1228,154200.0
1229,279400.0
1230,500001.0
1231,500001.0
1232,350900.0
1233,386000.0
1234,107800.0
1235,187900.0
1236,152000.0
1237,149800.0
1238,185800.0
1239,195600.0
1240,136500.0
1241,157600.0
1242,230800.0
1243,158300.0
1244,500001.0
1245,350000.0
1246,500001.0
1247,500000.0
1248,336300.0
1249,343100.0
1250,168200.0
1251,186900.0
1252,273700.0
1253,387500.0
1254,360600.0
1255,68500.0
1256,199200.0
1257,281700.0
1258,332500.0
1259,480100.0
1260,340500.0
1261,267500.0
1262,216900.0
1263,189900.0
1264,353600.0
1265,398300.0
1266,450000.0
1267,311700.0
1268,500001.0
1269,500001.0
1270,442100.0
1271,470800.0
1272,101400.0
1273,251800.0
1274,241100.0
1275,301700.0
1276,500001.0
1277,223600.0
1278,500001.0
1279,185000.0
1280,450700.0
1281,472200.0
1282,259600.0
1283,500001.0
1284,323100.0
1285,205300.0
1286,239200.0
1287,443600.0
1288,425000.0
1289,500001.0
1290,179800.0
1291,221800.0
1292,205100.0
1293,457300.0
1294,500001.0
1295,255200.0
1296,270500.0
1297,439800.0
1298,228200.0
1299,250900.0
1300,220900.0
1301,296000.0
1302,271500.0
1303,438500.0
1304,375900.0
1305,327300.0
1306,235800.0
1307,409900.0
1308,347700.0
1309,253000.0
1310,247300.0
1311,229200.0
1312,162900.0
1313,223000.0
1314,238000.0
1315,209100.0
1316,500001.0
1317,236300.0
1318,244100.0
1319,186600.0
1320,218600.0
1321,276500.0
1322,193400.0
1323,308100.0
1324,53900.0
1325,337500.0
1326,500001.0
1327,71300.0
1328,87000.0
1329,287100.0
1330,375000.0
1331,302700.0
1332,195700.0
1333,45500.0
1334,176000.0
1335,106300.0
1336,173400.0
1337,198000.0
1338,259300.0
1339,204200.0
1340,128300.0
1341,187900.0
1342,194100.0
1343,242100.0
1344,235600.0
1345,344900.0
1346,79000.0
1347,500001.0
1348,258200.0
1349,46900.0
1350,54800.0
1351,241300.0
1352,51000.0
1353,59500.0
1354,42500.0
1355,48700.0
1356,53300.0
1357,60700.0
1358,70000.0
1359,80900.0
1360,65000.0
1361,67200.0
1362,72500.0
1363,60000.0
1364,63800.0
1365,73700.0
1366,65800.0
1367,232600.0
1368,87100.0
1369,67900.0
1370,84700.0
1371,100200.0
1372,102900.0
1373,85000.0
1374,62900.0
1375,63200.0
1376,87200.0
1377,64600.0
1378,176300.0
1379,106300.0
1380,93800.0
1381,243800.0
1382,94300.0
1383,121000.0
1384,48300.0
1385,72500.0
1386,186800.0
1387,267300.0
1388,149300.0
1389,185600.0
1390,268200.0
1391,213900.0
1392,218000.0
1393,186800.0
1394,203400.0
1395,85600.0
1396,409300.0
1397,217600.0
1398,62100.0
1399,325000.0
1400,154800.0
1401,139200.0
1402,69900.0
1403,84600.0
1404,434700.0
1405,113100.0
1406,359100.0
1407,423300.0
1408,112500.0
1409,77000.0
1410,118600.0
1411,187500.0
1412,65200.0
1413,51500.0
1414,225000.0
1415,83300.0
1416,121300.0
1417,86600.0
1418,107300.0
1419,67000.0
1420,50800.0
1421,51100.0
1422,63200.0
1423,60000.0
1424,59100.0
1425,67400.0
1426,112500.0
1427,63300.0
1428,67600.0
1429,63500.0
1430,90500.0
1431,160100.0
1432,110300.0
1433,346000.0
1434,248700.0
1435,63900.0
1436,114600.0
1437,137500.0
1438,111800.0
1439,72300.0
1440,58100.0
1441,131700.0
1442,50000.0
1443,73000.0
1444,65100.0
1445,51700.0
1446,106300.0
1447,120300.0
1448,463800.0
1449,119800.0
1450,150800.0
1451,251200.0
1452,164600.0
1453,79200.0
1454,86300.0
1455,320600.0
1456,336400.0
1457,75900.0
1458,151400.0
1459,384400.0
1460,255000.0
1461,237500.0
1462,71500.0
1463,69000.0
1464,74700.0
1465,62100.0
1466,320600.0
1467,264700.0
1468,250000.0
1469,64700.0
1470,92600.0
1471,94200.0
1472,59600.0
1473,50800.0
1474,340400.0
1475,49800.0
1476,263800.0
1477,70900.0
1478,72300.0
1479,69100.0
1480,174200.0
1481,101100.0
1482,61900.0
1483,52600.0
1484,128300.0
1485,95200.0
1486,51300.0
1487,46600.0
1488,51700.0
1489,67500.0
1490,61300.0
1491,47500.0
1492,49500.0
1493,500001.0
1494,169300.0
1495,66700.0
1496,107500.0
1497,280200.0
1498,276400.0
1499,94400.0
1500,135500.0
1501,73800.0
1502,89900.0
1503,55500.0
1504,206300.0
1505,68500.0
1506,43800.0
1507,54100.0
1508,52200.0
1509,155600.0
1510,65600.0
1511,66200.0
1512,280900.0
1513,205000.0
1514,229200.0
1515,119300.0
1516,276800.0
1517,89300.0
1518,58400.0
1519,111800.0
1520,94400.0
1521,165400.0
1522,268800.0
1523,97900.0
1524,131600.0
1525,109700.0
1526,127600.0
1527,62500.0
1528,96100.0
1529,86700.0
1530,99300.0
1531,60400.0
1532,169500.0
1533,55000.0
1534,162500.0
1535,158300.0
1536,71300.0
1537,60900.0
1538,126000.0
1539,115800.0
1540,47600.0
1541,137000.0
1542,68600.0
1543,107100.0
1544,81500.0
1545,95500.0
1546,111300.0
1547,100000.0
1548,118900.0
1549,121400.0
1550,87500.0
1551,199600.0
1552,87500.0
1553,193600.0
1554,98700.0
1555,112500.0
1556,186000.0
1557,142400.0
1558,117800.0
1559,133500.0
1560,121400.0
1561,269700.0
1562,114800.0
1563,249300.0
1564,122600.0
1565,83100.0
1566,63000.0
1567,223100.0
1568,146600.0
1569,128100.0
1570,127600.0
1571,130600.0
1572,75600.0
1573,88500.0
1574,172600.0
1575,85300.0
1576,57600.0
1577,57100.0
1578,108000.0
1579,63200.0
1580,71900.0
1581,94700.0
1582,74600.0
1583,101300.0
1584,195200.0
1585,83200.0
1586,94700.0
1587,154200.0
1588,72800.0
1589,143600.0
1590,137500.0
1591,125000.0
1592,107600.0
1593,150000.0
1594,130500.0
1595,184800.0
1596,253600.0
1597,380000.0
1598,205800.0
1599,233700.0
1600,118200.0
1601,158700.0
1602,118800.0
1603,157200.0
1604,116100.0
1605,108300.0
1606,118500.0
1607,90400.0
1608,269500.0
1609,85900.0
1610,90600.0
1611,145800.0
1612,116700.0
1613,118500.0
1614,208300.0
1615,124800.0
1616,138400.0
1617,200000.0
1618,183300.0
1619,82800.0
1620,89400.0
1621,170500.0
1622,86200.0
1623,227300.0
1624,93200.0
1625,207600.0
1626,114200.0
1627,91900.0
1628,174100.0
1629,290500.0
1630,69400.0
1631,99500.0
1632,217100.0
1633,92700.0
1634,225000.0
1635,97400.0
1636,97200.0
1637,225000.0
1638,95500.0
1639,125000.0
1640,162900.0
1641,110900.0
1642,149600.0
1643,127100.0
1644,58400.0
1645,187900.0
1646,113400.0
1647,217500.0
1648,147500.0
1649,67500.0
1650,73800.0
1651,77400.0
1652,135600.0
1653,109700.0
1654,108100.0
1655,69900.0
1656,79500.0
1657,71500.0
1658,144300.0
1659,151900.0
1660,150100.0
1661,123400.0
1662,164000.0
1663,138400.0
1664,220100.0
1665,109200.0
1666,220000.0
1667,135500.0
1668,149000.0
1669,158600.0
1670,264600.0
1671,170400.0
1672,156300.0
1673,197600.0
1674,274500.0
1675,146900.0
1676,180400.0
1677,139400.0
1678,160200.0
1679,135300.0
1680,130800.0
1681,86500.0
1682,156800.0
1683,55000.0
1684,213800.0
1685,56400.0
1686,141500.0
1687,162500.0
1688,133000.0
1689,153100.0
1690,150000.0
1691,138500.0
1692,130800.0
1693,131700.0
1694,113000.0
1695,161000.0
1696,67500.0
1697,220700.0
1698,48300.0
1699,135900.0
1700,167400.0
1701,221600.0
1702,69800.0
1703,50500.0
1704,63600.0
1705,142900.0
1706,128700.0
1707,82900.0
1708,54600.0
1709,59000.0
1710,52000.0
1711,61200.0
1712,83600.0
1713,127500.0
1714,117100.0
1715,99500.0
1716,110700.0
1717,95900.0
1718,69900.0
1719,63300.0
1720,57700.0
1721,60300.0
1722,103800.0
1723,154800.0
1724,90600.0
1725,76700.0
1726,115400.0
1727,140600.0
1728,125400.0
1729,143000.0
1730,139000.0
1731,160000.0
1732,103400.0
1733,116700.0
1734,131800.0
1735,95000.0
1736,106300.0
1737,116200.0
1738,98300.0
1739,115500.0
1740,101900.0
1741,108400.0
1742,131900.0
1743,141500.0
1744,118400.0
1745,92600.0
1746,84700.0
1747,112000.0
1748,108700.0
1749,104400.0
1750,104800.0
1751,101500.0
1752,88100.0
1753,142700.0
1754,136400.0
1755,162100.0
1756,176500.0
1757,87400.0
1758,91600.0
1759,137500.0
1760,161700.0
1761,166100.0
1762,380000.0
1763,134100.0
1764,133800.0
1765,170100.0
1766,320200.0
1767,94400.0
1768,129500.0
1769,188400.0
1770,87100.0
1771,65500.0
1772,84200.0
1773,139300.0
1774,114100.0
1775,136800.0
1776,91200.0
1777,293800.0
1778,243000.0
1779,130900.0
1780,88400.0
1781,99300.0
1782,113600.0
1783,113200.0
1784,297600.0
1785,136500.0
1786,87200.0
1787,105200.0
1788,105500.0
1789,79000.0
1790,66800.0
1791,162500.0
1792,96200.0
1793,55000.0
1794,98900.0
1795,72100.0
1796,62200.0
1797,71000.0
1798,64700.0
1799,139400.0
1800,76600.0
1801,59800.0
1802,71200.0
1803,112500.0
1804,103000.0
1805,92600.0
1806,67000.0
1807,109800.0
1808,140000.0
1809,158900.0
1810,110000.0
1811,88700.0
1812,77500.0
1813,69300.0
1814,200000.0
1815,150000.0
1816,85600.0
1817,85900.0
1818,56700.0
1819,137500.0
1820,114100.0
1821,191900.0
1822,96400.0
1823,78600.0
1824,87500.0
1825,124200.0
1826,130600.0
1827,87500.0
1828,405800.0
1829,59400.0
1830,72000.0
1831,160300.0
1832,50300.0
1833,98300.0
1834,79200.0
1835,118500.0
1836,59600.0
1837,217900.0
1838,41800.0
1839,60600.0
1840,216800.0
1841,116800.0
1842,57500.0
1843,393100.0
1844,62300.0
1845,57600.0
1846,79800.0
1847,234000.0
1848,383300.0
1849,228600.0
1850,308700.0
1851,95300.0
1852,241500.0
1853,89500.0
1854,119200.0
1855,43500.0
1856,450000.0
1857,109700.0
1858,72500.0
1859,68300.0
1860,225000.0
1861,183800.0
1862,209400.0
1863,121800.0
1864,288100.0
1865,175000.0
1866,142500.0
1867,137500.0
1868,61300.0
1869,65200.0
1870,148100.0
1871,168900.0
1872,80400.0
